CallNumber,CallType,CallDate,Battalion
200590510,Medical Incident,02/28/2020,B09
200481540,Medical Incident,02/17/2020,B03
200461093,Medical Incident,02/15/2020,B08
200542322,Medical Incident,02/23/2020,B02
200531409,Medical Incident,02/22/2020,B03
200550495,Alarms,02/24/2020,B01
200420228,Medical Incident,02/11/2020,B03
200663638,Medical Incident,03/06/2020,B04
200491747,Medical Incident,02/18/2020,B09
200584290,Medical Incident,02/27/2020,B04
200433292,Alarms,02/12/2020,B07
200790814,Medical Incident,03/19/2020,B03
200650030,Medical Incident,03/05/2020,B09
200451708,Medical Incident,02/14/2020,B03
200571703,Medical Incident,02/26/2020,B05
200512909,Medical Incident,02/20/2020,B03
200531620,Medical Incident,02/22/2020,B05
200552730,Medical Incident,02/24/2020,B02
200763329,Medical Incident,03/16/2020,B01
200701453,Medical Incident,03/10/2020,B01
200574211,Vehicle Fire,02/26/2020,B10
200650590,Alarms,03/05/2020,B06
200601629,Elevator / Escalator Rescue,02/29/2020,B09
200683004,Medical Incident,03/08/2020,B03
200803179,Medical Incident,03/20/2020,B03
200560246,Medical Incident,02/25/2020,B07
200521067,Medical Incident,02/21/2020,B03
200752276,Alarms,03/15/2020,B02
200510046,Medical Incident,02/20/2020,B01
200591803,Medical Incident,02/28/2020,B04
200611452,Medical Incident,03/01/2020,B03
200692119,Medical Incident,03/09/2020,B08
200592344,Medical Incident,02/28/2020,B06
200670192,Medical Incident,03/07/2020,B08
200782542,Alarms,03/18/2020,B03
200741085,Alarms,03/14/2020,B03
200632176,Medical Incident,03/03/2020,B02
200443006,Medical Incident,02/13/2020,B08
200600610,Structure Fire,02/29/2020,B09
200590011,Medical Incident,02/28/2020,B08
200512267,Medical Incident,02/20/2020,B08
200500773,Medical Incident,02/19/2020,B09
200592038,Medical Incident,02/28/2020,B03
200423001,Medical Incident,02/11/2020,B01
200602434,Medical Incident,02/29/2020,B02
200782164,Outside Fire,03/18/2020,B10
200644135,Medical Incident,03/04/2020,B10
200652261,Medical Incident,03/05/2020,B03
200552133,Medical Incident,02/24/2020,B02
200713391,Medical Incident,03/11/2020,B05
200451466,Alarms,02/14/2020,B06
200472474,Medical Incident,02/16/2020,B09
200461089,Medical Incident,02/15/2020,B05
200760261,Medical Incident,03/16/2020,B04
200532553,Medical Incident,02/22/2020,B03
200463360,Medical Incident,02/15/2020,B03
200680123,Elevator / Escalator Rescue,03/08/2020,B04
200573613,Medical Incident,02/26/2020,B05
200683051,Medical Incident,03/08/2020,B01
200472607,Alarms,02/16/2020,B01
200622584,Structure Fire,03/02/2020,B06
200580569,Traffic Collision,02/27/2020,B03
200542227,Traffic Collision,02/23/2020,B07
200600059,Medical Incident,02/29/2020,B09
200454044,Structure Fire,02/14/2020,B06
200481809,Citizen Assist / Service Call,02/17/2020,B01
200541295,Medical Incident,02/23/2020,B03
200680103,Medical Incident,03/08/2020,B09
200704171,Medical Incident,03/10/2020,B02
200444333,Medical Incident,02/13/2020,B07
200752117,Medical Incident,03/15/2020,B10
200603201,Medical Incident,02/29/2020,B04
200702686,Medical Incident,03/10/2020,B03
200712610,Medical Incident,03/11/2020,B10
200461819,Outside Fire,02/15/2020,B10
200610122,Medical Incident,03/01/2020,B02
200540676,Medical Incident,02/23/2020,B03
200634222,Medical Incident,03/03/2020,B09
200753116,Alarms,03/15/2020,B04
200613061,Medical Incident,03/01/2020,B08
200481868,Alarms,02/17/2020,B10
200763216,Medical Incident,03/16/2020,B03
200723545,Alarms,03/12/2020,B03
200651041,Medical Incident,03/05/2020,B04
200410810,Medical Incident,02/10/2020,B02
200553544,Alarms,02/24/2020,B03
200653871,Medical Incident,03/05/2020,B04
200621860,Alarms,03/02/2020,B01
200563751,Medical Incident,02/25/2020,B07
200452633,Medical Incident,02/14/2020,B03
200673195,Medical Incident,03/07/2020,B03
200650442,Medical Incident,03/05/2020,B01
200713829,Alarms,03/11/2020,B03
200593178,Elevator / Escalator Rescue,02/28/2020,B05
200513121,Medical Incident,02/20/2020,B10
200591649,Medical Incident,02/28/2020,B02
200603908,Medical Incident,02/29/2020,B02
200501899,Medical Incident,02/19/2020,B08
200611875,Medical Incident,03/01/2020,B10
200580951,Vehicle Fire,02/27/2020,B08
200731703,Medical Incident,03/13/2020,B06
200530420,Medical Incident,02/22/2020,B04
200471416,Medical Incident,02/16/2020,B05
200790340,Citizen Assist / Service Call,03/19/2020,B05
200700691,Traffic Collision,03/10/2020,B03
200572753,Medical Incident,02/26/2020,B04
200701677,Medical Incident,03/10/2020,B01
200503359,Medical Incident,02/19/2020,B09
200511260,Medical Incident,02/20/2020,B03
200540440,Medical Incident,02/23/2020,B02
200510647,Medical Incident,02/20/2020,B03
200510990,Medical Incident,02/20/2020,B03
200580108,Medical Incident,02/27/2020,B04
200412808,Medical Incident,02/10/2020,B03
200612201,Alarms,03/01/2020,B04
200751788,Medical Incident,03/15/2020,B05
200571808,Elevator / Escalator Rescue,02/26/2020,B03
200631517,Medical Incident,03/03/2020,B03
200241115,Alarms,01/24/2020,B04
200704260,Medical Incident,03/10/2020,B10
200593522,Medical Incident,02/28/2020,B02
200470058,Medical Incident,02/16/2020,B01
200751625,Medical Incident,03/15/2020,B02
200523961,Medical Incident,02/21/2020,B08
200621271,Medical Incident,03/02/2020,B07
200411573,Medical Incident,02/10/2020,B01
200660561,Medical Incident,03/06/2020,B10
200523744,Medical Incident,02/21/2020,B08
200722108,Medical Incident,03/12/2020,B08
200461529,Medical Incident,02/15/2020,B02
200570556,Medical Incident,02/26/2020,B03
200600317,Traffic Collision,02/29/2020,B06
200581476,Medical Incident,02/27/2020,B08
200722367,Medical Incident,03/12/2020,B10
200481596,Fuel Spill,02/17/2020,B01
200663422,Medical Incident,03/06/2020,B08
200510347,Medical Incident,02/20/2020,B04
200682875,Alarms,03/08/2020,B03
200672221,Medical Incident,03/07/2020,B03
200511816,Medical Incident,02/20/2020,B05
200403301,Medical Incident,02/09/2020,B02
200413354,Medical Incident,02/10/2020,B03
200581884,Medical Incident,02/27/2020,B09
200683154,Outside Fire,03/08/2020,B02
200761694,Structure Fire,03/16/2020,B02
200622375,Medical Incident,03/02/2020,B01
200573185,Alarms,02/26/2020,B09
200551736,Structure Fire,02/24/2020,B01
200540964,Medical Incident,02/23/2020,B10
200712354,Medical Incident,03/11/2020,B03
200680804,Alarms,03/08/2020,B10
200740652,Medical Incident,03/14/2020,B10
200421097,Medical Incident,02/11/2020,B03
200740821,Medical Incident,03/14/2020,B10
200430469,Medical Incident,02/12/2020,B02
200411898,Medical Incident,02/10/2020,B04
200654120,Medical Incident,03/05/2020,B04
200541723,Medical Incident,02/23/2020,B04
200620714,Medical Incident,03/02/2020,B02
200623183,Medical Incident,03/02/2020,B08
200623428,Medical Incident,03/02/2020,B02
200760371,Medical Incident,03/16/2020,B02
200714474,Medical Incident,03/11/2020,B03
200693317,Alarms,03/09/2020,B03
200623656,Medical Incident,03/02/2020,B10
200682918,Medical Incident,03/08/2020,B05
200413174,Medical Incident,02/10/2020,B06
200444203,Outside Fire,02/13/2020,B03
200662738,Medical Incident,03/06/2020,B02
200422423,Medical Incident,02/11/2020,B02
200592796,Medical Incident,02/28/2020,B08
200593724,Medical Incident,02/28/2020,B05
200603937,Electrical Hazard,02/29/2020,B08
200660017,Medical Incident,03/06/2020,B02
200423033,Medical Incident,02/11/2020,B03
200583133,Medical Incident,02/27/2020,B04
200590082,Medical Incident,02/28/2020,B04
200620213,Alarms,03/02/2020,B04
200533166,Alarms,02/22/2020,B05
200682269,Structure Fire,03/08/2020,B07
200741544,Alarms,03/14/2020,B10
200782786,Medical Incident,03/18/2020,B02
200693241,Medical Incident,03/09/2020,B09
200573634,Citizen Assist / Service Call,02/26/2020,B05
200510883,Traffic Collision,02/20/2020,B02
200694233,Structure Fire,03/09/2020,B08
200621390,Alarms,03/02/2020,B01
200603827,Medical Incident,02/29/2020,B05
200751029,Alarms,03/15/2020,B04
200703907,Alarms,03/10/2020,B04
200561667,Alarms,02/25/2020,B03
200611972,Medical Incident,03/01/2020,B05
200480801,Citizen Assist / Service Call,02/17/2020,B07
200622042,Medical Incident,03/02/2020,B03
200762883,Medical Incident,03/16/2020,B05
200752942,Structure Fire,03/15/2020,B08
200753137,Alarms,03/15/2020,B04
200752327,Medical Incident,03/15/2020,B01
200610354,Medical Incident,03/01/2020,B06
200693741,Medical Incident,03/09/2020,B04
200461046,Medical Incident,02/15/2020,B03
200424014,Medical Incident,02/11/2020,B08
200580821,Traffic Collision,02/27/2020,B07
200601157,Structure Fire,02/29/2020,B04
200450374,Medical Incident,02/14/2020,B06
200780577,Medical Incident,03/18/2020,B08
200770820,Alarms,03/17/2020,B02
200672685,Medical Incident,03/07/2020,B01
200750936,Medical Incident,03/15/2020,B09
200581288,Traffic Collision,02/27/2020,B03
200424214,Medical Incident,02/11/2020,B08
200413263,Medical Incident,02/10/2020,B01
200681828,Medical Incident,03/08/2020,B02
200573740,Medical Incident,02/26/2020,B03
200611846,Medical Incident,03/01/2020,B05
200500048,Alarms,02/19/2020,B10
200691824,Medical Incident,03/09/2020,B02
200652630,Medical Incident,03/05/2020,B05
200403000,Medical Incident,02/09/2020,B03
200650830,Medical Incident,03/05/2020,B02
200701129,Medical Incident,03/10/2020,B10
200460467,Medical Incident,02/15/2020,B07
200470029,Medical Incident,02/16/2020,B10
200562265,Medical Incident,02/25/2020,B01
200541736,Outside Fire,02/23/2020,B10
200241194,Medical Incident,01/24/2020,B01
200633087,Medical Incident,03/03/2020,B08
200430226,Medical Incident,02/12/2020,B03
200551514,Medical Incident,02/24/2020,B01
200453857,Structure Fire,02/14/2020,B02
200643066,Medical Incident,03/04/2020,B03
200663410,Medical Incident,03/06/2020,B03
200802983,Elevator / Escalator Rescue,03/20/2020,B03
200691933,Medical Incident,03/09/2020,B05
200790149,Medical Incident,03/19/2020,B03
200671187,Structure Fire,03/07/2020,B10
200530273,Medical Incident,02/22/2020,B05
200523682,Medical Incident,02/21/2020,B02
200481413,Medical Incident,02/17/2020,B02
200640667,Medical Incident,03/04/2020,B02
200630912,Medical Incident,03/03/2020,B10
200512968,Medical Incident,02/20/2020,B04
200750520,Medical Incident,03/15/2020,B01
200732246,Medical Incident,03/13/2020,B04
200723985,Medical Incident,03/12/2020,B02
200602711,Medical Incident,02/29/2020,B01
200723550,Alarms,03/12/2020,B05
200654001,Medical Incident,03/05/2020,B04
200732302,Medical Incident,03/13/2020,B03
200751732,High Angle Rescue,03/15/2020,B08
200572265,Traffic Collision,02/26/2020,B02
200623034,Structure Fire,03/02/2020,B09
200493150,Medical Incident,02/18/2020,B07
200492363,Citizen Assist / Service Call,02/18/2020,B09
200780252,Medical Incident,03/18/2020,B09
200581886,Medical Incident,02/27/2020,B02
200574318,Medical Incident,02/26/2020,B02
200714328,Citizen Assist / Service Call,03/11/2020,B01
200450026,Medical Incident,02/14/2020,B02
200634120,Medical Incident,03/03/2020,B02
200732702,Medical Incident,03/13/2020,B07
200482266,Structure Fire,02/17/2020,B08
200653061,Medical Incident,03/05/2020,B03
200414198,Medical Incident,02/10/2020,B03
200412616,Medical Incident,02/10/2020,B04
200761047,Alarms,03/16/2020,B01
200652042,Medical Incident,03/05/2020,B02
200781705,Alarms,03/18/2020,B01
200742687,Medical Incident,03/14/2020,B01
200762583,Alarms,03/16/2020,B02
200772230,Medical Incident,03/17/2020,B08
200424342,Medical Incident,02/11/2020,B08
200634160,Medical Incident,03/03/2020,B10
200700312,Medical Incident,03/10/2020,B08
200710047,Medical Incident,03/11/2020,B02
200691922,Medical Incident,03/09/2020,B03
200510267,Medical Incident,02/20/2020,B01
200653656,Medical Incident,03/05/2020,B03
200633909,Medical Incident,03/03/2020,B01
200561966,Alarms,02/25/2020,B02
200542375,Medical Incident,02/23/2020,B04
200602963,Medical Incident,02/29/2020,B09
200792540,Structure Fire,03/19/2020,B03
200411248,Outside Fire,02/10/2020,B08
200632600,Alarms,03/03/2020,B01
200582594,Medical Incident,02/27/2020,B02
200670253,Alarms,03/07/2020,B01
200742802,Medical Incident,03/14/2020,B02
200490688,Medical Incident,02/18/2020,B04
200461918,Alarms,02/15/2020,B01
200540623,Medical Incident,02/23/2020,B06
200683069,Structure Fire,03/08/2020,B04
200481541,Medical Incident,02/17/2020,B08
200510771,Medical Incident,02/20/2020,B03
200751206,Structure Fire,03/15/2020,B02
200644275,Medical Incident,03/04/2020,B02
200780673,Medical Incident,03/18/2020,B02
200713025,Medical Incident,03/11/2020,B09
200421322,Medical Incident,02/11/2020,B07
200541284,Medical Incident,02/23/2020,B08
200792193,Medical Incident,03/19/2020,B03
200640225,Medical Incident,03/04/2020,B03
200640361,Medical Incident,03/04/2020,B02
200522288,Medical Incident,02/21/2020,B08
200720302,Medical Incident,03/12/2020,B10
200453595,Medical Incident,02/14/2020,B02
200783846,Medical Incident,03/18/2020,B04
200490200,Medical Incident,02/18/2020,B03
200573467,Alarms,02/26/2020,B03
200722705,Structure Fire,03/12/2020,B03
200411711,Medical Incident,02/10/2020,B04
200463281,Medical Incident,02/15/2020,B10
200601214,Structure Fire,02/29/2020,B01
200690763,Medical Incident,03/09/2020,B01
200511876,Medical Incident,02/20/2020,B02
200634261,Medical Incident,03/03/2020,B06
200692536,Alarms,03/09/2020,B10
200571557,Medical Incident,02/26/2020,B10
200454037,Medical Incident,02/14/2020,B02
200470820,Medical Incident,02/16/2020,B10
200551058,Structure Fire,02/24/2020,B03
200682569,Structure Fire,03/08/2020,B06
200720442,Medical Incident,03/12/2020,B02
200713513,Medical Incident,03/11/2020,B03
200642118,Medical Incident,03/04/2020,B03
200532394,Medical Incident,02/22/2020,B01
200741385,Structure Fire,03/14/2020,B08
200710663,Medical Incident,03/11/2020,B01
200551058,Structure Fire,02/24/2020,B03
200660430,Alarms,03/06/2020,B01
200501675,Structure Fire,02/19/2020,B08
200581058,Medical Incident,02/27/2020,B09
200532932,Alarms,02/22/2020,B04
200583795,Medical Incident,02/27/2020,B02
200580380,Medical Incident,02/27/2020,B04
200721442,Medical Incident,03/12/2020,B06
200494124,Medical Incident,02/18/2020,B03
200581549,Fuel Spill,02/27/2020,B08
200420404,Medical Incident,02/11/2020,B09
200690106,Medical Incident,03/09/2020,B02
200651402,Medical Incident,03/05/2020,B10
200531774,Alarms,02/22/2020,B08
200761492,Medical Incident,03/16/2020,B02
200731196,Medical Incident,03/13/2020,B09
200743064,Medical Incident,03/14/2020,B06
200631249,Medical Incident,03/03/2020,B03
200711422,Alarms,03/11/2020,B04
200552258,Traffic Collision,02/24/2020,B05
200421837,Medical Incident,02/11/2020,B03
200651150,Medical Incident,03/05/2020,B02
200611612,Medical Incident,03/01/2020,B07
200541063,Medical Incident,02/23/2020,B03
200751445,Citizen Assist / Service Call,03/15/2020,B09
200650454,Medical Incident,03/05/2020,B03
200723332,Medical Incident,03/12/2020,B04
200701770,Gas Leak (Natural and LP Gases),03/10/2020,B09
200622167,Medical Incident,03/02/2020,B02
200424367,Medical Incident,02/11/2020,B02
200763056,Structure Fire,03/16/2020,B10
200663992,Medical Incident,03/06/2020,B05
200640856,Medical Incident,03/04/2020,B02
200460331,Medical Incident,02/15/2020,B01
200431387,Medical Incident,02/12/2020,B02
200700616,Medical Incident,03/10/2020,B04
200782967,Medical Incident,03/18/2020,B03
200714570,Medical Incident,03/11/2020,B09
200771677,Medical Incident,03/17/2020,B02
200653890,Structure Fire,03/05/2020,B06
200841134,Alarms,03/24/2020,B03
200613241,Medical Incident,03/01/2020,B06
200742045,Medical Incident,03/14/2020,B03
200432053,Medical Incident,02/12/2020,B08
200732627,Medical Incident,03/13/2020,B03
200410358,Medical Incident,02/10/2020,B08
200554092,Medical Incident,02/24/2020,B08
200682455,Medical Incident,03/08/2020,B02
200711342,Alarms,03/11/2020,B08
200591845,Medical Incident,02/28/2020,B05
200493635,Alarms,02/18/2020,B01
200510053,Medical Incident,02/20/2020,B02
200691233,Medical Incident,03/09/2020,B07
200790455,Medical Incident,03/19/2020,B04
200483628,Medical Incident,02/17/2020,B02
200540478,Medical Incident,02/23/2020,B02
200770953,Medical Incident,03/17/2020,B02
200583267,Medical Incident,02/27/2020,B07
200752607,Alarms,03/15/2020,B03
200643680,Medical Incident,03/04/2020,B05
200612478,Citizen Assist / Service Call,03/01/2020,B08
200463440,Medical Incident,02/15/2020,B02
200592367,Citizen Assist / Service Call,02/28/2020,B04
200773004,Medical Incident,03/17/2020,B10
200662694,Structure Fire,03/06/2020,B10
200703183,Medical Incident,03/10/2020,B02
200692879,Medical Incident,03/09/2020,B03
200522953,Outside Fire,02/21/2020,B01
200670304,Alarms,03/07/2020,B07
200654180,Medical Incident,03/05/2020,B01
200592235,Medical Incident,02/28/2020,B02
200593141,Traffic Collision,02/28/2020,B06
200690734,Medical Incident,03/09/2020,B10
200760303,Structure Fire,03/16/2020,B08
200492518,Medical Incident,02/18/2020,B10
200492915,Medical Incident,02/18/2020,B02
200652119,Medical Incident,03/05/2020,B08
200572041,Structure Fire,02/26/2020,B01
200603531,Medical Incident,02/29/2020,B05
200670429,Medical Incident,03/07/2020,B02
200503778,Structure Fire,02/19/2020,B03
200442710,Alarms,02/13/2020,B03
200574302,Medical Incident,02/26/2020,B03
200653097,Medical Incident,03/05/2020,B02
200421586,Medical Incident,02/11/2020,B03
200413869,Medical Incident,02/10/2020,B02
200603188,Medical Incident,02/29/2020,B03
200732140,Medical Incident,03/13/2020,B02
200481775,Medical Incident,02/17/2020,B05
200561203,Traffic Collision,02/25/2020,B01
200573290,Medical Incident,02/26/2020,B02
200444300,Medical Incident,02/13/2020,B09
200552390,Medical Incident,02/24/2020,B03
200620836,Medical Incident,03/02/2020,B02
200420891,Medical Incident,02/11/2020,B04
200422847,Medical Incident,02/11/2020,B05
200643946,Fuel Spill,03/04/2020,B04
200623696,Medical Incident,03/02/2020,B06
200660297,Medical Incident,03/06/2020,B03
200771069,Medical Incident,03/17/2020,B03
200450312,Alarms,02/14/2020,B01
200560951,Medical Incident,02/25/2020,B09
200582158,Medical Incident,02/27/2020,B02
200460743,Medical Incident,02/15/2020,B02
200652173,Medical Incident,03/05/2020,B10
200792333,Medical Incident,03/19/2020,B04
200770724,Medical Incident,03/17/2020,B03
200452040,Traffic Collision,02/14/2020,B01
200241419,Medical Incident,01/24/2020,B02
200471435,Medical Incident,02/16/2020,B05
200603127,Medical Incident,02/29/2020,B07
200583220,Alarms,02/27/2020,B05
200631884,Structure Fire,03/03/2020,B03
200451781,Medical Incident,02/14/2020,B04
200672474,Structure Fire,03/07/2020,B09
200481279,Traffic Collision,02/17/2020,B02
200453073,Medical Incident,02/14/2020,B06
200751830,Medical Incident,03/15/2020,B02
200483299,Medical Incident,02/17/2020,B01
200851771,Alarms,03/25/2020,B03
200590239,Medical Incident,02/28/2020,B02
200543065,Medical Incident,02/23/2020,B01
200481036,Medical Incident,02/17/2020,B03
200771639,Medical Incident,03/17/2020,B06
200492733,Medical Incident,02/18/2020,B10
200660354,Alarms,03/06/2020,B03
200712223,Alarms,03/11/2020,B05
200741317,Alarms,03/14/2020,B02
200631307,Medical Incident,03/03/2020,B10
200502844,Medical Incident,02/19/2020,B02
200443680,Medical Incident,02/13/2020,B06
200543273,Medical Incident,02/23/2020,B01
200580178,Medical Incident,02/27/2020,B01
200421465,Medical Incident,02/11/2020,B02
200443271,Medical Incident,02/13/2020,B03
200661231,Outside Fire,03/06/2020,B10
200760888,Medical Incident,03/16/2020,B10
200542852,Medical Incident,02/23/2020,B03
200662859,Alarms,03/06/2020,B03
200594102,Medical Incident,02/28/2020,B03
200672876,Medical Incident,03/07/2020,B03
200462951,Medical Incident,02/15/2020,B09
200780694,Alarms,03/18/2020,B08
200490630,Traffic Collision,02/18/2020,B02
200762067,Medical Incident,03/16/2020,B02
200491542,Alarms,02/18/2020,B07
200702406,Medical Incident,03/10/2020,B06
200740336,Alarms,03/14/2020,B02
200661921,Medical Incident,03/06/2020,B09
200512952,Alarms,02/20/2020,B08
200782608,Medical Incident,03/18/2020,B05
200520799,Traffic Collision,02/21/2020,B10
200661663,Medical Incident,03/06/2020,B05
200772524,Alarms,03/17/2020,B01
200534093,Traffic Collision,02/22/2020,B03
200580271,Medical Incident,02/27/2020,B03
200740693,Medical Incident,03/14/2020,B02
200451735,Medical Incident,02/14/2020,B01
200682953,Medical Incident,03/08/2020,B02
200582635,Medical Incident,02/27/2020,B03
200563499,Medical Incident,02/25/2020,B04
200651002,Traffic Collision,03/05/2020,B06
200760271,Fuel Spill,03/16/2020,B02
200683307,Structure Fire,03/08/2020,B06
200470404,Medical Incident,02/16/2020,B02
200540653,Alarms,02/23/2020,B04
200562976,Medical Incident,02/25/2020,B06
200670158,Medical Incident,03/07/2020,B01
200431520,Medical Incident,02/12/2020,B07
200424210,Structure Fire,02/11/2020,B02
200582885,Medical Incident,02/27/2020,B03
200760006,Medical Incident,03/16/2020,B02
200440235,Medical Incident,02/13/2020,B03
200522844,Medical Incident,02/21/2020,B10
200470511,Medical Incident,02/16/2020,B02
200561484,Medical Incident,02/25/2020,B03
200492043,Structure Fire,02/18/2020,B04
200761332,Medical Incident,03/16/2020,B04
200780135,Medical Incident,03/18/2020,B02
200473532,Medical Incident,02/16/2020,B08
200550789,Medical Incident,02/24/2020,B06
200510236,Medical Incident,02/20/2020,B10
200633946,Alarms,03/03/2020,B01
200513516,Medical Incident,02/20/2020,B05
200692479,Medical Incident,03/09/2020,B02
200440420,Medical Incident,02/13/2020,B10
200451683,Confined Space / Structure Collapse,02/14/2020,B06
200520187,Alarms,02/21/2020,B02
200410261,Medical Incident,02/10/2020,B09
200500545,Medical Incident,02/19/2020,B01
200584014,Medical Incident,02/27/2020,B10
200713626,Medical Incident,03/11/2020,B03
200712305,Medical Incident,03/11/2020,B02
200444220,Medical Incident,02/13/2020,B10
200661901,Citizen Assist / Service Call,03/06/2020,B03
200783217,Medical Incident,03/18/2020,B08
200663521,Medical Incident,03/06/2020,B02
200481824,Traffic Collision,02/17/2020,B07
200480359,Medical Incident,02/17/2020,B02
200443897,Medical Incident,02/13/2020,B02
200712713,Medical Incident,03/11/2020,B02
200603063,Medical Incident,02/29/2020,B04
200790639,Medical Incident,03/19/2020,B01
200463641,Medical Incident,02/15/2020,B02
200551874,Medical Incident,02/24/2020,B06
200620817,Alarms,03/02/2020,B07
200530723,Medical Incident,02/22/2020,B02
200493477,Medical Incident,02/18/2020,B02
200683041,Medical Incident,03/08/2020,B02
200640399,Medical Incident,03/04/2020,B03
200412058,Alarms,02/10/2020,B03
200493388,Medical Incident,02/18/2020,B09
200603750,Medical Incident,02/29/2020,B08
200480222,Medical Incident,02/17/2020,B03
200613851,Alarms,03/01/2020,B04
200574381,Medical Incident,02/26/2020,B09
200680243,Alarms,03/08/2020,B03
200410151,Medical Incident,02/10/2020,B06
200453571,Medical Incident,02/14/2020,B08
200591379,Medical Incident,02/28/2020,B02
200681044,Medical Incident,03/08/2020,B02
200412474,Structure Fire,02/10/2020,B04
200433579,Traffic Collision,02/12/2020,B02
200690185,Medical Incident,03/09/2020,B04
200670333,Medical Incident,03/07/2020,B02
200443707,Medical Incident,02/13/2020,B03
200542575,Medical Incident,02/23/2020,B01
200543412,Medical Incident,02/23/2020,B03
200621632,Medical Incident,03/02/2020,B02
200641420,Medical Incident,03/04/2020,B03
200561949,Medical Incident,02/25/2020,B10
200541156,Medical Incident,02/23/2020,B03
200581512,Medical Incident,02/27/2020,B06
200523107,Alarms,02/21/2020,B03
200533985,Traffic Collision,02/22/2020,B03
200632337,Medical Incident,03/03/2020,B02
200682303,Alarms,03/08/2020,B02
200490098,Citizen Assist / Service Call,02/18/2020,B04
200432193,Medical Incident,02/12/2020,B03
200592081,Structure Fire,02/28/2020,B10
200790823,Medical Incident,03/19/2020,B01
200451201,Alarms,02/14/2020,B09
200412381,Medical Incident,02/10/2020,B01
200653523,Medical Incident,03/05/2020,B10
200703925,Medical Incident,03/10/2020,B05
200712955,Gas Leak (Natural and LP Gases),03/11/2020,B09
200783195,Medical Incident,03/18/2020,B03
200731606,Medical Incident,03/13/2020,B05
200643451,Medical Incident,03/04/2020,B03
200763743,Alarms,03/16/2020,B08
200571509,Medical Incident,02/26/2020,B03
200413140,Medical Incident,02/10/2020,B04
200560350,Medical Incident,02/25/2020,B05
200602158,Alarms,02/29/2020,B01
200720186,Medical Incident,03/12/2020,B01
200460313,Alarms,02/15/2020,B07
200652533,Medical Incident,03/05/2020,B08
200682404,Medical Incident,03/08/2020,B02
200541733,Structure Fire,02/23/2020,B04
200442805,Medical Incident,02/13/2020,B03
200403096,Structure Fire,02/09/2020,B09
200752873,Medical Incident,03/15/2020,B03
200650294,Structure Fire,03/05/2020,B03
200552909,Medical Incident,02/24/2020,B10
200530281,Medical Incident,02/22/2020,B02
200741224,Alarms,03/14/2020,B02
200611269,Medical Incident,03/01/2020,B01
200702899,Medical Incident,03/10/2020,B07
200412068,Medical Incident,02/10/2020,B07
200772125,Medical Incident,03/17/2020,B03
200751813,Medical Incident,03/15/2020,B02
200513033,Medical Incident,02/20/2020,B01
200592633,Structure Fire,02/28/2020,B07
200453581,Traffic Collision,02/14/2020,B10
200713829,Alarms,03/11/2020,B03
200782843,Structure Fire,03/18/2020,B04
200551431,Outside Fire,02/24/2020,B03
200663219,Medical Incident,03/06/2020,B03
200482335,Medical Incident,02/17/2020,B09
200630233,Medical Incident,03/03/2020,B02
200651926,Medical Incident,03/05/2020,B08
200502123,Alarms,02/19/2020,B04
200491455,Medical Incident,02/18/2020,B06
200511970,Medical Incident,02/20/2020,B03
200673514,Medical Incident,03/07/2020,B07
200481875,Medical Incident,02/17/2020,B08
200640123,Alarms,03/04/2020,B02
200461447,Medical Incident,02/15/2020,B02
200602950,Citizen Assist / Service Call,02/29/2020,B10
200610212,Medical Incident,03/01/2020,B02
200402984,Medical Incident,02/09/2020,B06
200714234,Alarms,03/11/2020,B01
200562556,Medical Incident,02/25/2020,B03
200413702,Medical Incident,02/10/2020,B03
200750122,Citizen Assist / Service Call,03/15/2020,B01
200582716,Medical Incident,02/27/2020,B04
200512883,Traffic Collision,02/20/2020,B06
200532878,Medical Incident,02/22/2020,B09
200541730,Medical Incident,02/23/2020,B02
200472868,Medical Incident,02/16/2020,B03
200670518,Traffic Collision,03/07/2020,B07
200424119,Alarms,02/11/2020,B02
200661139,Medical Incident,03/06/2020,B07
200742792,Medical Incident,03/14/2020,B07
200670057,Traffic Collision,03/07/2020,B02
200482057,Medical Incident,02/17/2020,B02
200692036,Medical Incident,03/09/2020,B03
200733269,Medical Incident,03/13/2020,B01
200550065,Medical Incident,02/24/2020,B07
200551740,Medical Incident,02/24/2020,B03
200552487,Medical Incident,02/24/2020,B10
200750419,Medical Incident,03/15/2020,B02
200730307,Medical Incident,03/13/2020,B05
200694135,Medical Incident,03/09/2020,B02
200792540,Structure Fire,03/19/2020,B03
200600213,Elevator / Escalator Rescue,02/29/2020,B08
200493989,Medical Incident,02/18/2020,B10
200632552,Medical Incident,03/03/2020,B02
200512621,Medical Incident,02/20/2020,B02
200492069,Medical Incident,02/18/2020,B04
200611021,Medical Incident,03/01/2020,B07
200551075,Medical Incident,02/24/2020,B08
200402296,Medical Incident,02/09/2020,B02
200533155,Medical Incident,02/22/2020,B02
200500258,Structure Fire,02/19/2020,B08
200770066,Medical Incident,03/17/2020,B03
200490771,Medical Incident,02/18/2020,B08
200513600,Medical Incident,02/20/2020,B04
200720107,Medical Incident,03/12/2020,B06
200510613,Medical Incident,02/20/2020,B05
200723350,Medical Incident,03/12/2020,B02
200760424,Medical Incident,03/16/2020,B09
200532480,Medical Incident,02/22/2020,B09
200641098,Traffic Collision,03/04/2020,B03
200773254,Structure Fire,03/17/2020,B02
200452477,Structure Fire,02/14/2020,B08
